State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Score,Offers,Total Score,"Good, Medium, Bad"
TX,679345,ANGELS CARE HOME HEALTH,2803 7TH STREET,BAY CITY,77414,9792440600,Local,50,50,50,50,50,50,9/10/2003,4,4,90,4,88,4,87,4,86,84,550,34,835,300,1135,Good
TX,747683,ADVANTAGE PLUS HOMECARE,2719 WESTWARD DRIVE,NACOGDOCHES,75964,9365599480,Local,50,50,50,50,50,50,1/4/2012,4,4,89,4,87,5,89,3,85,85,68,37,835,300,1135,Good
WV,517053,WVU MEDICINE HOME HEALTH UNITED HOSPITAL CENTER,2673 DAVISSON RUN ROAD,CLARKSBURG,26301,8003399896,Hospital Based Program,50,50,50,50,50,50,4/18/1985,4,4,90,5,88,3,83,4,89,85,567,29,835,300,1135,Good
WY,537031,CODY REGIONAL HEALTH HOME HEALTH,1021 9TH STREET,CODY,82414,3075782413,Hospital Based Program,50,50,50,50,50,50,11/16/1988,4,5,90,5,90,2,80,4,92,83,71,34,835,300,1135,Good
AL,17013,KINDRED AT HOME,1239 RUCKER BLVD,ENTERPRISE,36330,3343470234,Official Health Agency,50,50,50,0,0,50,7/24/1975,5,5,91,5,91,5,90,4,90,92,266,35,934,200,1134,Good
AL,17166,KINDRED AT HOME,118 6TH STREET SOUTH,CLANTON,35045,2057559926,Local,50,50,50,50,50,50,5/11/2009,4,5,91,5,89,3,83,3,87,84,159,34,834,300,1134,Good
CO,67420,LIFESPRING HOME CARE,312 WILCOX ST STE 204,CASTLE ROCK,80104,3036633663,Official Health Agency,50,50,50,50,50,50,1/29/2002,4,5,92,5,90,2,80,4,93,79,96,29,834,300,1134,Good
FL,107112,KINDRED AT HOME,8247 DEVEREUX DR STE 103,MELBOURNE,32940,3212559995,Local,50,50,50,50,50,50,10/3/1975,4,4,90,5,88,3,83,4,88,85,380,33,834,300,1134,Good
FL,108331,OPTIONS HOME HEALTH,680 S MILITARY TRAIL #2,WEST PALM BEACH,33415,5617523242,Local,50,50,50,50,50,50,7/14/2006,4,5,91,3,85,4,85,4,89,84,304,38,834,300,1134,Good
FL,108381,"ALL THE BEST HOME HEALTH SERVICES, INC.",639 E OCEAN AVE  STE 303,BOYNTON BEACH,33435,5617423334,Local,50,50,50,50,50,50,1/10/2007,4,4,91,5,90,3,83,4,88,82,98,30,834,300,1134,Good
FL,108406,PRECISE HOME CARE LLC,8659 BAYPINE ROAD SUITE 200 BLDG 3,JACKSONVILLE,32256,9044488670,Local,50,50,50,50,50,50,4/12/2007,4,5,90,4,88,4,85,3,87,84,323,30,834,300,1134,Good
FL,109740,COMMUNITY CARE OF TAMPA INC,3104 W WATERS AVE STE 101,TAMPA,33614,8134255573,Local,50,50,50,50,50,50,12/12/2011,4,5,92,5,89,1,71,5,91,91,41,27,834,300,1134,Good
GA,117044,COLQUITT REGIONAL HOME CARE,415 ROWLAND DRIVE,MOULTRIE,31768,2298912128,Hospital Based Program,50,50,50,50,50,50,9/21/1978,4,4,91,5,90,3,84,4,87,82,130,24,834,300,1134,Good
GA,117064,AMEDISYS NORTHWEST HOME HEALTH,"91 SAMMY MCGHEE BLVD, SUITE 104",JASPER,30143,8006378793,Local,50,50,50,50,50,50,7/29/1980,4,4,90,5,89,3,83,4,87,85,408,26,834,300,1134,Good
IN,157177,PERRY COUNTY MEMORIAL HOSPITAL HOME CARE SERVICES,115 HWY 66 E,TELL CITY,47586,8125477011,Official Health Agency,50,50,50,50,50,50,6/13/1986,4,5,90,5,90,2,77,4,89,88,63,36,834,300,1134,Good
IN,157205,HEARTLAND HOME CARE,1315 DIRECTORS ROW STE 210,FORT WAYNE,46808,2604846818,Local,50,50,50,50,50,50,6/26/1990,4,4,90,5,88,4,85,3,87,84,325,37,834,300,1134,Good
IN,157635,SELECT HOME HEALTH SERVICES INC,121 PENN STREET,WESTFIELD,46074,3178048996,Local,50,50,50,50,50,50,10/7/2011,4,5,91,4,84,3,83,4,91,85,237,33,834,300,1134,Good
LA,197074,CHRISTUS HOMECARE SCHUMPERT,1700 BUCKNER STREET SUITE 200,SHREVEPORT,71101,3183836745,Local,50,50,50,50,50,50,5/5/1982,4,4,91,4,88,4,87,4,86,82,122,30,834,300,1134,Good
LA,197425,SUPERIOR HOME HEALTH CARE INC,4301 BLUEBONNET BLVD,BATON ROUGE,70809,2257668097,Local,50,50,50,50,50,50,12/6/1991,4,4,89,4,89,4,85,4,88,83,321,25,834,300,1134,Good
LA,197558,"FAMILY HOMECARE, INC.",3636 S I-10 SERVICE ROAD SUITE 310,METAIRIE,70001,5048350934,Local,50,50,50,50,50,50,6/2/1993,4,5,91,4,87,3,83,4,89,84,536,28,834,300,1134,Good
MA,227132,VNA OF SOUTHERN WORC CNTY,534 SCHOOL ST PO BOX 368,WEBSTER,1570,5089430612,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,88,5,88,4,86,3,85,87,320,33,834,300,1134,Good
MO,267606,AMEDISYS HOME HEALTH OF MISSOURI,"1027 SOUTH MAIN STREET, SUITE 6",JOPLIN,64801,4172066500,Local,50,50,50,50,50,50,12/1/2006,4,4,88,4,86,5,90,3,84,86,160,32,834,300,1134,Good
MO,267622,INSPIRE HOME HEALTH LLC,305 W MAPLE,PILOT KNOB,63663,5735460701,Local,50,50,50,50,0,0,6/2/2011,5,5,95,5,94,4,86,5,92,87,64,29,934,200,1134,Good
NC,347113,HEALTHY AT HOME - ALBEMARLE,901 NORTH SECOND STREET,ALBEMARLE,28001,7049822273,Local,50,50,50,50,50,50,4/28/1983,4,4,90,4,85,5,89,3,87,83,155,24,834,300,1134,Good
NC,347121,ADVANCED HOME CARE,8380 NC 87,REIDSVILLE,27320,3366161955,Local,50,50,50,50,50,50,10/2/1984,4,4,90,4,88,4,86,4,86,84,291,26,834,300,1134,Good
NY,337181,"TWIN TIER HOME HEALTH, INC",601 RIVERSIDE DRIVE,JOHNSON CITY,13790,6077638946,Local,50,50,50,50,50,50,12/1/1981,4,4,89,4,87,4,87,4,88,83,309,38,834,300,1134,Good
OH,367159,KINDRED AT HOME,"1531 BOETTLER ROAD, SUITE E",UNIONTOWN,44685,3306444447,Local,50,50,50,50,50,50,9/2/1981,4,5,91,5,92,3,84,3,82,85,95,31,834,300,1134,Good
OH,367253,SOUTHWEST GENERAL HOME HEALTH,17951 JEFFERSON PARK ROAD,MIDDLEBURG HEIGHTS,44130,4408164039,Local,50,50,50,50,50,50,10/15/1984,4,4,89,5,90,4,86,3,87,82,488,37,834,300,1134,Good
OH,369142,ENHANCED HOMECARE OF MEDINA INC,4075A NORTH JEFFERSON STREET,MEDINA,44256,3309522331,Local,50,50,50,50,50,50,4/25/2016,4,5,93,5,91,2,78,4,91,81,136,24,834,300,1134,Good
OR,387067,PARTNERS HOME HEALTH,2075 NE WYATT COURT,BEND,97701,5413825882,Local,50,50,50,50,50,50,10/1/1983,4,5,91,4,87,3,82,4,87,87,302,27,834,300,1134,Good
PA,397015,MERCY HOME HEALTH,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,19064,6106902500,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,87,4,87,4,88,82,1003,22,834,300,1134,Good
TX,458032,IPH HOME HEALTH CARE INC,1100 E. JASMINE AVE. STE. 203,MCALLEN,78501,9569710224,Official Health Agency,50,50,50,50,50,50,5/24/1994,4,4,89,5,91,2,80,5,90,84,71,28,834,300,1134,Good
TX,677910,SAENZ HOME HEALTH SERVICES INC,518 EAST MAIN STREET SUITE C,ROBSTOWN,78380,3613871650,Official Health Agency,50,50,50,50,50,50,4/18/2006,4,5,95,3,83,5,93,3,79,84,44,33,834,300,1134,Good
TX,679108,TEXAS HOME HEALTH SKILLED SERVICES,4619  NORTH STREET,NACOGDOCHES,75965,9366325402,Local,50,50,50,50,50,50,2/8/2002,4,4,90,4,87,4,87,4,88,82,319,27,834,300,1134,Good
TX,679646,HOME THERAPY AUSTIN,"3724 EXECUTIVE DRIVE, BLDG 9, SUITE 220",AUSTIN,78731,5126371550,Local,50,50,50,50,50,50,6/1/2007,4,4,91,5,89,3,84,4,86,84,173,34,834,300,1134,Good
CA,57494,REDLANDS COMMUNITY HOSP H C,350 TERRACINA BLVD,REDLANDS,92373,9093355647,Hospital Based Program,50,50,50,50,50,50,4/28/1994,4,4,89,4,86,4,87,4,87,84,465,35,833,300,1133,Good
CA,58052,DOMINICAN HOME HEALTH,"2045 40TH AVENUE, SUITE A",CAPITOLA,95010,8314657988,Hospital Based Program,50,50,50,50,50,50,1/20/2000,4,4,89,4,87,5,90,3,83,84,277,26,833,300,1133,Good
CA,557061,KAISER FOUNDATION HOSPITAL HOME HEALTH-SACRAMENTO,3240 ARDEN WAY,SACRAMENTO,95825,9164865400,Hospital Based Program,50,50,50,50,50,50,1/1/1990,4,4,90,4,87,5,89,3,86,81,1752,36,833,300,1133,Good
CO,67470,GUARDIAN ANGEL HOME HEALTH,925 S BROADWAY #286,CORTEZ,81321,9705657134,Local,50,50,50,50,50,50,8/13/2008,4,5,91,4,85,3,83,4,87,87,135,34,833,300,1133,Good
DE,87022,ST. FRANCIS HOME CARE,100 COMMERCE DRIVE,NEWARK,19713,3025758240,Hospital Based Program,50,50,50,50,50,50,3/13/1985,4,4,90,5,90,3,84,4,86,83,221,24,833,300,1133,Good
FL,107234,KINDRED AT HOME,4776 NEW BROAD ST STE 110,ORLANDO,32814,4078945703,Local,50,50,50,50,50,50,4/29/1987,4,4,91,5,88,3,84,4,87,83,344,28,833,300,1133,Good
IA,167167,SANFORD HOME HEALTH AND  HOSPICE SHELDON,118 NORTH SEVENTH AVENUE,SHELDON,51201,7123246420,Hospital Based Program,50,50,50,50,50,50,7/22/1985,4,5,91,4,85,4,86,3,86,85,93,44,833,300,1133,Good
ID,137114,HORIZON HOME HEALTH EAST,1411 FALLS AVE E SUITE 615,TWIN FALLS,83301,2082332279,Local,50,50,50,50,50,50,7/3/2008,4,5,90,4,87,5,88,3,77,71,88,31,833,300,1133,Good
IL,147299,QUAD COUNTY HOME HEALTH AGENCY,8 HUBER STREET,PANA,62557,2175626380,Hospital Based Program,50,50,50,50,50,50,12/19/1984,4,4,90,5,88,3,81,4,86,88,151,41,833,300,1133,Good
IL,147428,KINDRED AT HOME,1600 4TH AVE SUITE 201,ROCK ISLAND,61201,3097863700,Local,50,50,50,50,50,50,7/18/1985,4,4,90,5,88,4,85,3,84,86,174,27,833,300,1133,Good
IN,157231,REID-ANC HOME CARE SERVICES LLC,2220 CHESTER BLVD,RICHMOND,47374,7659833154,Official Health Agency,50,50,50,50,50,50,4/27/1992,4,4,89,5,90,4,85,3,86,83,312,31,833,300,1133,Good
IN,157599,HEARTS WITH INTEGRITY,603 E NORTH STREET,HARTFORD CITY,47348,7653478110,Local,50,50,50,50,50,50,7/30/2008,4,4,90,3,83,4,86,5,96,78,53,40,833,300,1133,Good
MA,227443,OVERLOOK VISITING NURSE ASSOCIATION INC,"1256 PARK ST, STE 104",STOUGHTON,2072,5089908160,Visiting Nurse Association,50,50,50,50,50,50,9/3/1996,4,4,90,4,86,4,86,4,90,81,197,44,833,300,1133,Good
MO,267276,BJC HOME CARE SERVICES,1935 BELTWAY DRIVE,SAINT LOUIS,63114,3143620200,Local,50,50,50,50,50,50,9/1/1988,4,5,92,4,86,3,84,4,87,84,1157,30,833,300,1133,Good
MO,267518,MEDERI CARETENDERS,655 CRAIG ROAD  SUITE 140,CREVE COEUR,63141,3149912377,Local,50,50,50,50,50,50,9/18/1996,4,4,90,5,89,4,86,3,85,83,223,26,833,300,1133,Good
NJ,317001,VNA OF SOMERSET HILLS - HOME HEALTH,200 MT AIRY ROAD,BASKING RIDGE,7920,9087660180,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,5,91,4,88,3,82,4,88,84,416,27,833,300,1133,Good
PA,398041,"MAYLATH VALLEY HEALTH SYSTEMS, INC.",750 STATE ROUTE 93 PO BOX 103,SYBERTSVILLE,18251,5707082929,Local,50,50,50,50,50,50,12/22/2005,4,5,91,5,90,2,79,4,89,84,308,32,833,300,1133,Good
PA,398267,"BAYADA HOME HEALTH CARE, INC.",1023 EAST BALTIMORE PIKE SUITE 303,MEDIA,19063,6108911636,Official Health Agency,50,50,50,50,50,50,4/7/2017,4,4,89,5,88,4,85,3,88,83,363,25,833,300,1133,Good
SC,427079,NHC HOMECARE LAURENS,"700 PLAZA CIRCLE, SUITE O",CLINTON,29325,8648332368,Official Health Agency,50,50,50,50,50,50,5/23/1996,4,5,91,5,88,3,83,3,87,84,266,27,833,300,1133,Good
SC,427109,PROVIDENCE HOME HEALTH,"140 STONERIDGE DRIVE, STE 620",COLUMBIA,29210,8033435100,Local,50,50,50,50,50,50,5/8/1997,4,4,90,4,88,5,88,3,88,79,182,26,833,300,1133,Good
TN,447442,INTREPID USA HEALTHCARE SERVICES,"225 NORTH WILLOW AVENUE, 3RD FLOOR",COOKEVILLE,38501,9316464806,Local,50,50,50,50,50,50,6/28/1984,4,5,91,5,93,2,77,4,86,86,50,32,833,300,1133,Good
TN,447513,HOME CARE SOLUTIONS,"2525 PERIMETER PLACE, SUITE 117",NASHVILLE,37214,6153650300,Local,50,50,50,50,50,50,4/19/1990,4,4,90,5,89,3,84,4,88,82,445,30,833,300,1133,Good
TX,457822,ESSENTIAL HOME HEALTH,2501 BAYLOR SUITE 100,LUBBOCK,79415,8067474229,Local,50,50,50,50,50,50,4/20/2005,4,3,86,4,84,5,88,4,92,83,45,28,833,300,1133,Good
TX,457994,ALL CARE PROFESSIONAL HOME HEALTH INC,"4275 LITTLE ROAD, SUITE 106",ARLINGTON,76016,8174572688,Local,50,50,50,50,50,50,2/6/2006,4,4,90,4,86,4,87,4,94,76,78,36,833,300,1133,Good
TX,679200,TEXAS HOME HEALTH GROUP OF WACO LLC,8300 CENTRAL PARK DRIVE SUITE A,WACO,76712,2547556179,Local,50,50,50,50,50,50,10/25/2002,4,4,90,4,85,5,88,3,90,80,410,32,833,300,1133,Good
TX,679292,ENCOMPASS HOME HEALTH OF CENTRAL TEXAS,503 FM 1431 EAST SUITE 202,MARBLE FALLS,78654,8306932657,Local,50,50,50,50,50,50,6/17/2003,4,4,89,5,89,4,86,3,84,85,210,29,833,300,1133,Good
CA,57007,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"2880 SOQUEL AVENUE, SUITE 10",SANTA CRUZ,95062,8314796625,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,5,88,4,86,3,84,84,592,30,832,300,1132,Good
CA,57212,ST JOSEPH'S MEDICAL CENTER HOME HEALTH,"509 W WEBER AVE, SUITE 200",STOCKTON,95203,2094736700,Hospital Based Program,50,50,50,50,50,50,4/28/1978,4,4,89,4,87,5,89,3,87,80,249,22,832,300,1132,Good
CA,57407,KAISER FOUNDATION HOSPITAL HOME HEALTH  SANTA ROSA,"3550 ROUND BARN BLVD, SUITE 112",SANTA ROSA,95403,7075665488,Hospital Based Program,50,50,50,50,50,50,6/16/1993,4,4,90,4,87,5,88,3,85,82,555,35,832,300,1132,Good
CA,59718,"EXCEL HOME HEALTHCARE, INC","4944 WINDPLAY DRIVE, SUITE 115",EL DORADO HILLS,95762,9169360555,Local,50,50,50,50,50,50,3/31/2016,4,4,89,3,86,5,88,4,90,79,114,30,832,300,1132,Good
CA,557066,KAISER FOUNDATION HOSPITAL HHA-SANTA CLARA,"3900 FREEDOM CIRCLE, SUITE 201",SANTA CLARA,95054,4083426600,Hospital Based Program,50,50,50,50,50,50,1/1/1990,4,4,90,4,88,5,88,3,87,79,1353,37,832,300,1132,Good
CO,67494,HUMAN TOUCH HOME HEALTH CARE AGENCY INC PUEBLO,1008 W ABRIENDO AVE,PUEBLO,81004,7195440282,Visiting Nurse Association,50,50,50,50,50,50,7/25/2011,4,5,93,4,86,3,82,4,89,82,57,32,832,300,1132,Good
FL,109713,ENCOMPASS HEALTH HOME HEALTH,180 FITZGERALD RD STE 1,LAKELAND,33813,8636441122,Local,50,50,50,50,50,50,8/31/2011,4,5,91,4,87,3,81,4,87,86,254,26,832,300,1132,Good
GA,117077,AMEDISYS HOME HEALTH,72 KENT ROAD SUITE 3,TIFTON,31794,2293860665,Local,50,50,50,50,50,50,1/1/1983,4,4,89,5,89,3,83,4,88,83,380,22,832,300,1132,Good
IA,167134,WRIGHT COUNTY HEALTH DEPARTMENT,115 FIRST STREET SE,CLARION,50525,5155323461,Official Health Agency,50,50,50,50,50,50,2/22/1984,4,4,88,4,86,5,89,3,86,83,99,46,832,300,1132,Good
IL,147889,LIFECARE HOME HEALTH SERVICES INC,3100 DUNDEE RD SUITE 703,NORTHBROOK,60062,8472054444,Local,50,50,50,50,50,50,7/18/2006,4,4,89,4,87,4,87,4,92,77,97,23,832,300,1132,Good
KY,187163,AMEDISYS HOME HEALTH,"2480 FORTUNE DRIVE, SUITE 120",LEXINGTON,40509,8592710611,Local,50,50,50,50,50,50,9/30/1998,4,5,91,4,87,3,84,4,87,83,322,24,832,300,1132,Good
LA,197767,INTERIM HEALTHCARE OF SOUTHEAST LA INC,71677 RIVERSIDE DRIVE,COVINGTON,70433,9856741699,Official Health Agency,50,50,50,50,50,50,1/5/2001,4,5,91,4,86,3,83,4,90,82,293,30,832,300,1132,Good
ME,207000,MAINEHEALTH CARE AT HOME,15 INDUSTRIAL PARK ROAD,SACO,4072,2072844566,Visiting Nurse Association,50,50,50,50,50,50,1/1/1973,4,5,91,4,87,3,83,4,86,85,767,37,832,300,1132,Good
MI,239308,"GREAT LAKES CARING, A PART OF ELARA CARING NETWORK",203 SOUTH STATE STREET,BIG RAPIDS,49307,2316298665,Local,50,50,50,50,50,50,7/24/2015,4,5,90,5,90,3,83,3,84,85,140,34,832,300,1132,Good
MN,247215,SANFORD BEMIDJI HOME CARE AND HOSPICE,3201 PINE RIDGE AVE NW STE A,BEMIDJI,56601,2183335665,Hospital Based Program,50,50,50,50,50,50,3/7/1986,4,4,90,4,87,5,90,3,85,80,203,33,832,300,1132,Good
MO,267036,SSM HEALTH AT HOME HOME HEALTH- AUDRAIN,"605 EAST PROMENADE, SUITE B",MEXICO,65265,5735828850,Local,50,50,50,50,50,50,10/14/1968,4,5,90,4,86,5,88,3,79,69,52,31,832,300,1132,Good
MO,267161,EXCELSIOR SPRINGS HOSPITAL HOME HEALTH/HOSPICE,1006 N JESSE JAMES RD,EXCELSIOR SPRINGS,64024,8166309228,Hospital Based Program,50,50,50,50,50,50,10/4/1983,4,4,89,5,88,4,87,3,85,83,87,36,832,300,1132,Good
MT,277097,FIRST CHOICE HOME HEALTH,205 HAGGERTY LN STE 120,BOZEMAN,59715,4065512273,Official Health Agency,50,50,50,50,50,50,4/24/2009,4,4,89,4,86,5,88,3,87,82,86,34,832,300,1132,Good
MT,277098,SENIOR INDEPENDENCE OF MONTANA,3940 RIMROCK RD,BILLINGS,59102,4066555800,Official Health Agency,50,50,50,50,50,50,5/30/2014,4,5,91,5,90,2,78,4,89,84,138,32,832,300,1132,Good
NC,347079,ADVANCED HOME CARE INC,461 HARPER AVENUE SW,LENOIR,28645,8284268401,Official Health Agency,50,50,50,50,50,50,7/1/1975,4,5,93,4,88,3,83,4,89,79,222,31,832,300,1132,Good
NC,347124,KINDRED AT HOME,2111 NORTH QUEEN STREET SUITE C,KINSTON,28501,2525221458,Local,50,50,50,50,50,50,12/20/1984,4,4,90,4,87,4,87,4,87,81,260,23,832,300,1132,Good
NJ,317065,"BAYADA HOME HEALTH CARE, INC","1415 MARLTON PIKE EAST, SUITE 412",CHERRY HILL,8034,8563542022,Visiting Nurse Association,50,50,50,50,50,50,2/22/1982,4,4,90,4,87,4,85,4,88,82,368,23,832,300,1132,Good
NJ,317071,VIRTUA HOME CARE AT WEST JERSEY,"523 FELLOWSHIP ROAD, SUITE 250",MOUNT LAUREL,8054,8565817200,Hospital Based Program,50,50,50,50,50,50,9/13/1984,4,4,89,4,85,4,86,4,88,84,687,27,832,300,1132,Good
NM,327123,AMBERCARE HOME HEALTH,420 NORTH MAIN STREET,BELEN,87002,6302963400,Local,50,50,50,50,50,50,5/26/1994,4,5,92,4,86,3,83,4,89,82,158,30,832,300,1132,Good
NY,337212,VNS ITHACA  TOMPKINS CO CHHA,138 CECIL A MALONE DRIVE,ITHACA,14850,6072730466,Visiting Nurse Association,50,50,50,50,50,50,10/23/1985,4,4,89,5,88,4,86,3,86,83,310,28,832,300,1132,Good
OH,368339,"STAY WELL HOME HEALTH, LLC","12500 REED HARTMAN HIGHWAY, SUITE 10",CINCINNATI,45241,5132974555,Local,50,50,50,50,50,50,12/3/2010,4,4,90,5,89,3,84,4,87,82,275,35,832,300,1132,Good
OH,368343,HEALTH AT HOME,6445 FAR HILLS AVENUE,DAYTON,45459,9374367700,Local,50,50,50,50,50,50,12/29/2010,4,4,89,4,89,4,87,4,87,80,115,22,832,300,1132,Good
OK,377174,ALLIANCE OKLAHOMA HOME HEALTH WOODWARD,1403 MAIN STREET,WOODWARD,73801,5802549275,Local,50,50,50,50,50,50,7/25/1990,4,5,90,5,89,2,80,4,89,84,102,33,832,300,1132,Good
PA,397001,TOWER HEALTH AT HOME - BERKS,1170 BERKSHIRE BLVD,WYOMISSING,19610,6103780481,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,89,4,87,4,85,4,88,83,318,31,832,300,1132,Good
PA,397537,CROZER KEYSTONE HOME HEALTH,200 WEST SPROUL ROAD,SPRINGFIELD,19064,6102840700,Local,50,50,50,50,50,50,9/17/1992,4,4,90,4,88,4,86,4,89,79,539,28,832,300,1132,Good
SC,427039,AMEDISYS HOME HEALTH OF LEXINGTON,714 SOUTHLAKE DRIVE SUITE 250,LEXINGTON,29072,8037205244,Local,50,50,50,50,50,50,2/26/1987,4,4,90,5,89,3,83,4,88,82,429,26,832,300,1132,Good
TN,447086,METHODIST ALLIANCE HOME CARE,"6400 SHELBY VIEW DR, SUITE 101",MEMPHIS,38134,9015161800,Hospital Based Program,50,50,50,50,50,50,5/5/1971,4,5,91,4,88,3,81,4,88,84,375,22,832,300,1132,Good
TX,457126,GIRLING HOME HEALTH,1501 EAST MOCKINGBIRD LANE SUITE 301,VICTORIA,77904,3615762179,Local,50,50,50,50,50,50,5/22/1980,4,4,90,4,88,4,87,4,84,83,272,27,832,300,1132,Good
TX,679741,ADVANTAGECARE HOME HEALTH INC,35 FARM ROAD 250 SOUTH,HUGHES SPRINGS,75656,9036391011,Local,50,50,50,50,50,50,1/17/2008,4,4,87,4,87,5,93,3,85,80,50,27,832,300,1132,Good
VA,497429,KINDRED AT HOME,1302 PLANTATION ROAD,ROANOKE,24012,5403627578,Local,50,50,50,50,50,50,5/4/1989,4,4,89,5,88,4,86,3,87,82,292,29,832,300,1132,Good
VA,497746,SENTARA HOME CARE SERVICES-SUFFOLK,154 BURNETTS WAY SUITE 102,SUFFOLK,23434,7579831900,Local,50,50,50,50,50,50,7/20/2017,4,4,89,5,89,4,86,3,86,82,335,33,832,300,1132,Good
AR,47006,CHI ST VINCENT HOT SPRINGS HEALTH AT HOME,220 MCAULEY COURT,HOT SPRINGS NATIONAL,71913,5013186800,Local,50,50,50,50,50,50,7/26/1976,4,5,91,4,87,3,84,4,88,81,310,30,831,300,1131,Good
AR,47338,BAXTER REGIONAL HOME HEALTH MARION COUNTY,30 RYAN ROAD,COTTER,72626,8704357500,Hospital Based Program,50,50,50,50,50,50,4/25/1992,4,5,91,5,88,2,80,4,84,88,92,29,831,300,1131,Good
CO,67490,TEAM SELECT HOME CARE OF COLORADO LLC,3025 S PARKER ROAD SUITE 930,AURORA,80014,7205771800,Local,50,50,50,50,50,50,6/22/2011,4,4,90,5,90,3,81,4,88,82,1085,36,831,300,1131,Good
CT,77003,VISITING NURSE & HEALTH SERVICES OF CONNECTICUT,8 KEYNOTE DRIVE,VERNON,6066,8608729163,Local,50,50,50,50,50,50,7/1/1966,4,4,88,4,86,5,88,3,86,83,315,31,831,300,1131,Good
DE,87002,CHRISTIANA CARE VNA/NEW CASTLE,"ONE READ'S WAY, SUITE 100",NEW CASTLE,19720,3023275200,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,85,4,87,4,87,82,913,26,831,300,1131,Good
FL,107398,BAYCARE HOME CARE INC,1450 E NORTH BLVD UNITS 8 & 9,LEESBURG,34748,3527285598,Local,50,50,50,50,50,50,8/1/1995,4,4,89,5,89,3,83,4,87,83,384,37,831,300,1131,Good
FL,108113,"FIRSTLANTIC NURSING SERVICES, INC.",2605 W ATLANTIC AVE BLDG A STE 202,DELRAY BEACH,33445,5612437979,Local,50,50,50,50,50,50,11/16/2004,4,5,92,5,89,3,81,3,84,85,180,34,831,300,1131,Good
FL,109404,ASSIS PROFESSIONAL HOME HEALTH INC,175 FONTAINEBLEAU BLVD STE 2A,MIAMI,33172,3052611565,Local,50,50,50,0,0,50,11/12/2009,5,5,99,5,94,4,85,4,95,98,40,15,931,200,1131,Good
FL,109771,CONCIERGE HOME CARE,340 CORPORATE WAY STE 150,ORANGE PARK,32073,9043797673,Local,50,50,50,50,50,50,1/13/2012,4,4,91,4,87,4,85,4,86,82,241,22,831,300,1131,Good
IA,167243,ORANGE CITY HOME HEALTH,400 CENTRAL AVENUE NW,ORANGE CITY,51041,7127375279,Hospital Based Program,50,50,50,50,50,50,8/17/1995,4,4,89,4,87,5,88,3,82,85,91,45,831,300,1131,Good
IL,148113,"GOOD SHEPHERD HEALTHCARE, LLC","3144 W MONTROSE AVE, STE 200",CHICAGO,60618,7734781784,Local,50,50,50,50,50,50,2/25/2010,4,5,91,3,82,4,85,4,86,87,54,29,831,300,1131,Good
IN,157581,ASSURED HOME HEALTHCARE INC,1947 HARDER CT STE B,SCHERERVILLE,46375,2193227664,Local,50,50,50,50,50,50,11/28/2006,4,4,88,3,83,5,91,4,88,81,69,39,831,300,1131,Good
LA,197023,"SOUTHEAST LOUISIANA HOME HEALTH, LLC","1010 CM FAGAN DRIVE, SUITE 102",HAMMOND,70403,9859567352,Local,50,50,50,50,50,50,3/2/1970,4,4,89,4,88,4,87,4,87,80,570,28,831,300,1131,Good
MA,227495,LAHEY HEALTH AT HOME,"600 CUMMINGS CENTER, SUITE 270X",BEVERLY,1915,9789212615,Hospital Based Program,50,50,50,50,50,50,12/5/2006,4,4,89,5,88,4,85,3,86,83,427,31,831,300,1131,Good
MI,237707,CUSTOM HOME HEALTH,"888 WEST BIG BEAVER RD, SUITE 900",TROY,48084,2486292880,Local,50,50,50,50,50,50,10/30/2007,4,4,91,5,89,3,84,4,88,79,1519,39,831,300,1131,Good
MS,257097,ENCOMPASS HEALTH-HOME HEALTH,"2080 SOUTH FRONTAGE ROAD, SUITE 103",VICKSBURG,39180,6016386606,Local,50,50,50,50,50,50,1/9/1976,4,4,90,4,86,5,88,3,85,82,317,26,831,300,1131,Good
NC,347125,ADVANCED HOME CARE,4001 PIEDMONT PARKWAY,HIGH POINT,27265,3368788824,Local,50,50,50,50,50,50,1/8/1985,4,4,90,4,86,4,85,4,90,80,367,27,831,300,1131,Good
